FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR,GAME_ID,PLAYER_ID
Hal Greer,Bench,PG,24:00,3-14,0-0,2-7,9.9,0,10,10,9,3,0,0,0,8,1962,12,76882
Richie Guerin,Starter,SG,27:00,10-17,0-0,3-6,8.2,0,3,3,1,6,0,0,0,23,1962,12,76902
Cliff Hagan,Bench,SG,09:00,1-3,0-0,0-0,1.8,0,2,2,1,1,0,0,0,2,1962,12,76912
Bailey Howell,Bench,SF,08:00,1-2,0-0,0-0,1,0,0,0,1,1,0,0,0,2,1962,12,77070
Sam Jones,Bench,SG,14:00,1-8,0-0,0-1,-4.1,0,1,1,0,1,0,0,0,2,1962,12,77196
Willie Naulls,Bench,PF,21:00,5-16,0-0,1-1,1.4,0,7,7,0,5,0,0,0,11,1962,12,77693
Bob Pettit,Starter,PF,37:00,10-20,0-0,5-5,27.9,0,27,27,2,5,0,0,0,25,1962,12,77847
Bill Russell,Bench,C,27:00,5-12,0-0,2-3,11.9,0,12,12,2,2,0,0,0,12,1962,12,78049
Dolph Schayes,Starter,PF,04:00,0-0,0-0,0-0,-0.8,0,1,1,0,3,0,0,0,0,1962,12,78076
Frank Selvy,Bench,SG,11:00,0-3,0-0,0-0,1.2,0,4,4,1,1,0,0,0,0,1962,12,78113
Gene Shue,Bench,PG,17:00,3-6,0-0,1-1,8.4,0,5,5,4,3,0,0,0,7,1962,12,78142
Jack Twyman,Bench,SF,08:00,4-6,0-0,3-3,8.1,0,1,1,2,0,0,0,0,11,1962,12,78388
Jerry West,Starter,SG,31:00,7-14,0-0,4-6,7.5,0,3,3,1,2,0,0,0,18,1962,12,78497
Bob Cousy,Starter,PG,31:00,4-13,0-0,3-4,11.2,0,6,6,8,2,0,0,0,11,1962,12,600003
Oscar Robertson,Starter,PG,37:00,9-20,0-0,8-14,22.5,0,7,7,13,3,0,0,0,26,1962,12,600015
Red Kerr,Bench,C,11:00,0-4,0-0,2-2,-0.8,0,2,2,1,3,0,0,0,2,1963,13,8
Tommy Heinsohn,Starter,PF,21:00,6-11,0-0,3-4,5.8,0,2,2,1,4,0,0,0,15,1963,13,10
Elgin Baylor,Starter,SG,36:00,4-15,0-0,9-13,18.4,0,14,14,7,0,0,0,0,17,1963,13,76127
Walt Bellamy,Starter,PF,14:00,1-4,0-0,0-2,-0.5,0,1,1,2,3,0,0,0,2,1963,13,76144
Wilt Chamberlain,Starter,C,35:00,7-11,0-0,3-7,19.4,0,19,19,0,2,0,0,0,17,1963,13,76375
Terry Dischinger,Bench,SF,07:00,3-3,0-0,1-1,5.1,0,1,1,0,0,0,0,0,7,1963,13,76577
Tom Gola,Bench,SG,18:00,1-3,0-0,0-0,0.8,0,2,2,1,3,0,0,0,2,1963,13,76828
Johnny Green,Bench,SF,27:00,6-8,0-0,1-1,9.9,0,5,5,0,1,0,0,0,13,1963,13,76867
Hal Greer,Bench,PG,15:00,3-7,0-0,0-0,3,0,3,3,2,4,0,0,0,6,1963,13,76882
Richie Guerin,Bench,SG,14:00,2-3,0-0,1-3,2.4,0,1,1,1,2,0,0,0,5,1963,13,76902
Bailey Howell,Bench,SF,11:00,2-3,0-0,0-0,2.5,0,1,1,1,2,0,0,0,4,1963,13,77070
Rudy LaRusso,Bench,PF,11:00,3-3,0-0,0-0,6,0,1,1,2,1,0,0,0,6,1963,13,77340
Tom Meschery,Bench,SF,08:00,1-3,0-0,1-2,1.2,0,1,1,1,1,0,0,0,3,1963,13,77584
Don Ohl,Bench,SG,12:00,1-4,0-0,1-1,0.6,0,0,0,2,2,0,0,0,3,1963,13,77751
Bob Pettit,Starter,SF,32:00,7-16,0-0,11-12,17.8,0,13,13,0,1,0,0,0,25,1963,13,77847
Guy Rodgers,Bench,PG,17:00,3-6,0-0,1-2,6.2,0,2,2,4,2,0,0,0,7,1963,13,78003
Bill Russell,Starter,C,37:00,8-14,0-0,3-4,28.5,0,24,24,5,3,0,0,0,19,1963,13,78049
Lee Shaffer,Bench,SF,19:00,6-13,0-0,0-0,2.5,0,1,1,1,3,0,0,0,12,1963,13,78121
Jack Twyman,Starter,SF,16:00,6-12,0-0,0-0,6,0,4,4,1,2,0,0,0,12,1963,13,78388
Jerry West,Starter,PG,32:00,5-15,0-0,3-4,10,0,7,7,5,1,0,0,0,13,1963,13,78497
Lenny Wilkens,Bench,PG,25:00,2-7,0-0,0-1,2.9,0,2,2,3,0,0,0,0,4,1963,13,78530
Bob Cousy,Starter,PG,25:00,4-11,0-0,0-0,7.8,0,4,4,6,2,0,0,0,8,1963,13,600003
Oscar Robertson,Starter,SG,37:00,9-15,0-0,3-4,14,0,3,3,6,5,0,0,0,21,1963,13,600015
Tommy Heinsohn,Starter,SF,21:00,5-12,0-0,0-0,0.8,0,3,3,0,5,0,0,0,10,1964,14,10
Elgin Baylor,Starter,SF,29:00,5-15,0-0,5-11,10.1,0,8,8,5,1,0,0,0,15,1964,14,76127
Walt Bellamy,Starter,C,23:00,4-11,0-0,3-5,4.6,0,7,7,0,3,0,0,0,11,1964,14,76144
Wilt Chamberlain,Bench,C,37:00,4-14,0-0,11-14,18.2,0,20,20,1,2,0,0,0,19,1964,14,76375
Len Chappell,Bench,PF,12:00,1-5,0-0,2-2,1.2,0,1,1,2,2,0,0,0,4,1964,14,76382
Terry Dischinger,Bench,SF,13:00,2-4,0-0,3-3,4.9,0,2,2,1,1,0,0,0,7,1964,14,76577
Wayne Embry,Bench,C,21:00,6-14,0-0,1-1,7.9,0,7,7,1,1,0,0,0,13,1964,14,76668
Tom Gola,Bench,SG,07:00,0-0,0-0,1-2,0.2,0,0,0,1,2,0,0,0,1,1964,14,76828
Hal Greer,Starter,PG,20:00,5-10,0-0,3-4,9.8,0,3,3,4,1,0,0,0,13,1964,14,76882
Bailey Howell,Bench,SF,06:00,1-3,0-0,0-0,1.2,0,2,2,0,0,0,0,0,2,1964,14,77070
Sam Jones,Bench,SG,27:00,8-20,0-0,0-0,6,0,4,4,3,2,0,0,0,16,1964,14,77196
Jerry Lucas,Starter,PF,36:00,3-6,0-0,5-6,7.8,0,8,8,0,5,0,0,0,11,1964,14,77418
Don Ohl,Bench,SG,18:00,3-9,0-0,2-2,1,0,2,2,0,2,0,0,0,8,1964,14,77751
Bob Pettit,Starter,PF,36:00,6-15,0-0,7-9,17.6,0,17,17,2,3,0,0,0,19,1964,14,77847
Guy Rodgers,Starter,PG,22:00,3-6,0-0,0-0,3,0,2,2,2,4,0,0,0,6,1964,14,78003
Bill Russell,Starter,C,42:00,6-13,0-0,1-2,18.2,0,21,21,2,4,0,0,0,13,1964,14,78049
Chet Walker,Bench,SF,12:00,2-5,0-0,0-0,-0.2,0,0,0,0,1,0,0,0,4,1964,14,78435
Jerry West,Starter,SG,42:00,8-20,0-0,1-1,8.1,0,4,4,5,3,0,0,0,17,1964,14,78497
Lenny Wilkens,Bench,PG,14:00,1-5,0-0,1-1,-2.6,0,0,0,0,3,0,0,0,3,1964,14,78530
Oscar Robertson,Starter,SG,42:00,10-23,0-0,6-10,21.5,0,14,14,8,4,0,0,0,26,1964,14,600015
Luke Jackson,Starter,PF,15:00,2-5,0-0,1-2,0.2,0,1,1,1,4,0,0,0,5,1965,15,2739
Elgin Baylor,Starter,SF,27:00,5-13,0-0,8-8,8.5,0,7,7,0,4,0,0,0,18,1965,15,76127
Walt Bellamy,Bench,C,17:00,4-5,0-0,4-4,10,0,5,5,1,3,0,0,0,12,1965,15,76144
Wilt Chamberlain,Starter,C,31:00,9-15,0-0,2-8,16.8,0,16,16,1,4,0,0,0,20,1965,15,76375
Larry Costello,Bench,PG,11:00,2-7,0-0,0-0,0.5,0,1,1,2,2,0,0,0,4,1965,15,76454
Terry Dischinger,Bench,SF,24:00,2-8,0-0,1-2,1,0,5,5,1,4,0,0,0,5,1965,15,76577
Wayne Embry,Bench,PF,19:00,5-10,0-0,1-1,3.6,0,4,4,0,5,0,0,0,11,1965,15,76668
Johnny Green,Bench,SF,17:00,3-4,0-0,2-3,0.9,0,0,0,0,6,0,0,0,8,1965,15,76867
Hal Greer,Bench,SG,21:00,5-11,0-0,3-4,6.2,0,4,4,1,2,0,0,0,13,1965,15,76882
Gus Johnson,Bench,PF,25:00,7-13,0-0,11-13,17.4,0,8,8,2,2,0,0,0,25,1965,15,77150
Sam Jones,Starter,SG,24:00,2-12,0-0,2-2,2,0,5,5,3,2,0,0,0,6,1965,15,77196
Jerry Lucas,Starter,SF,35:00,12-19,0-0,1-1,17.9,0,10,10,1,2,0,0,0,25,1965,15,77418
Don Ohl,Bench,SG,12:00,0-1,0-0,2-2,2.5,0,2,2,1,1,0,0,0,2,1965,15,77751
Bob Pettit,Starter,PF,34:00,5-14,0-0,3-5,7.6,0,12,12,0,4,0,0,0,13,1965,15,77847
Willis Reed,Bench,C,25:00,3-11,0-0,1-2,1.8,0,5,5,1,2,0,0,0,7,1965,15,77929
Bill Russell,Starter,C,33:00,7-12,0-0,3-9,16.4,0,13,13,5,6,0,0,0,17,1965,15,78049
Jerry West,Starter,SG,40:00,8-16,0-0,4-6,14.5,0,5,5,6,2,0,0,0,20,1965,15,78497
Lenny Wilkens,Starter,PG,20:00,2-6,0-0,4-4,5.8,0,3,3,3,3,0,0,0,8,1965,15,78530
Nate Thurmond,Bench,C,10:00,0-2,0-0,0-0,0.2,0,3,3,0,1,0,0,0,0,1965,15,600001
Oscar Robertson,Starter,PG,40:00,8-18,0-0,12-13,19.6,0,6,6,8,5,0,0,0,28,1965,15,600015
Zelmo Beaty,Bench,C,24:00,0-11,0-0,10-13,10.4,0,18,18,1,2,0,0,0,10,1966,16,76133
Wilt Chamberlain,Starter,C,25:00,8-11,0-0,5-9,18.1,0,9,9,3,2,0,0,0,21,1966,16,76375
Dave DeBusschere,Bench,PF,22:00,1-14,0-0,2-2,-2.2,0,6,6,1,1,0,0,0,4,1966,16,76545
Hal Greer,Bench,PG,23:00,4-13,0-0,1-1,1.6,0,5,5,1,4,0,0,0,9,1966,16,76882
John Havlicek,Starter,SF,25:00,6-16,0-0,6-6,8.2,0,6,6,1,2,0,0,0,18,1966,16,76970
Bailey Howell,Starter,PF,26:00,3-11,0-0,1-2,-0.5,0,2,2,2,4,0,0,0,7,1966,16,77070
Sam Jones,Starter,SG,22:00,5-11,0-0,2-2,9.5,0,2,2,5,0,0,0,0,12,1966,16,77196
Rudy LaRusso,Bench,PF,22:00,4-10,0-0,3-7,4.1,0,3,3,2,2,0,0,0,11,1966,16,77340
Jerry Lucas,Starter,PF,23:00,4-11,0-0,2-2,14.2,0,19,19,0,2,0,0,0,10,1966,16,77418
Eddie Miles,Bench,SG,28:00,8-16,0-0,1-5,3.4,0,1,1,0,1,0,0,0,17,1966,16,77596
Don Ohl,Bench,SG,23:00,7-16,0-0,2-3,6.9,0,4,4,2,2,0,0,0,16,1966,16,77751
Willis Reed,Bench,PF,23:00,7-11,0-0,2-2,12.5,0,8,8,1,3,0,0,0,16,1966,16,77929
Guy Rodgers,Starter,PG,34:00,4-11,0-0,0-0,14,0,7,7,11,4,0,0,0,8,1966,16,78003
Bill Russell,Bench,C,23:00,1-6,0-0,0-0,6,0,10,10,2,2,0,0,0,2,1966,16,78049
Adrian Smith,Bench,PG,26:00,9-18,0-0,6-6,14.8,0,8,8,3,5,0,0,0,24,1966,16,78178
Chet Walker,Bench,SF,25:00,3-10,0-0,2-3,6.9,0,6,6,4,2,0,0,0,8,1966,16,78435
Jerry West,Starter,SG,11:00,1-5,0-0,2-2,-0.8,0,1,1,0,2,0,0,0,4,1966,16,78497
Nate Thurmond,Starter,C,33:00,3-16,0-0,1-3,6.4,0,16,16,1,1,0,0,0,7,1966,16,600001
Rick Barry,Starter,SF,17:00,4-10,0-0,2-4,1.5,0,2,2,2,6,0,0,0,10,1966,16,600013
Oscar Robertson,Starter,PG,25:00,6-12,0-0,5-6,21.2,0,10,10,8,0,0,0,0,17,1966,16,600015
Elgin Baylor,Starter,SF,20:00,8-14,0-0,4-4,15.8,0,5,5,5,2,0,0,0,20,1967,17,76127
Bill Bridges,Bench,PF,17:00,4-5,0-0,0-2,8.2,0,3,3,3,1,0,0,0,8,1967,17,76253
Wilt Chamberlain,Starter,C,39:00,6-7,0-0,2-5,26.9,0,22,22,4,1,0,0,0,14,1967,17,76375
Dave DeBusschere,Bench,PF,25:00,11-17,0-0,0-0,13.2,0,6,6,0,1,0,0,0,22,1967,17,76545
Hal Greer,Starter,PG,31:00,5-16,0-0,7-8,3.5,0,4,4,1,5,0,0,0,17,1967,17,76882
John Havlicek,Bench,SG,17:00,7-14,0-0,0-0,5.5,0,2,2,1,1,0,0,0,14,1967,17,76970
Bailey Howell,Starter,SF,14:00,1-4,0-0,2-2,2.2,0,2,2,1,1,0,0,0,4,1967,17,77070
Darrall Imhoff,Bench,C,06:00,0-7,0-0,0-0,0.5,0,7,7,1,1,0,0,0,0,1967,17,77093
Jerry Lucas,Bench,PF,22:00,3-5,0-0,1-1,8.6,0,7,7,2,3,0,0,0,7,1967,17,77418
Don Ohl,Bench,SG,22:00,5-13,0-0,7-7,5.9,0,1,1,2,3,0,0,0,17,1967,17,77751
Willis Reed,Starter,PF,17:00,2-6,0-0,0-0,7.2,0,9,9,1,0,0,0,0,4,1967,17,77929
Guy Rodgers,Starter,PG,28:00,0-4,0-0,1-1,5.6,0,2,2,8,3,0,0,0,1,1967,17,78003
Bill Russell,Bench,C,22:00,1-2,0-0,0-0,8.2,0,5,5,5,2,0,0,0,2,1967,17,78049
Jerry Sloan,Bench,SG,22:00,4-9,0-0,0-0,5.8,0,4,4,4,5,0,0,0,8,1967,17,78173
Chet Walker,Bench,SF,22:00,6-9,0-0,3-4,10.8,0,4,4,2,2,0,0,0,15,1967,17,78435
Jerry West,Starter,SG,30:00,6-11,0-0,4-4,13,0,3,3,6,3,0,0,0,16,1967,17,78497
Lenny Wilkens,Bench,PG,16:00,2-6,0-0,2-3,6.9,0,2,2,6,2,0,0,0,6,1967,17,78530
Nate Thurmond,Starter,C,42:00,7-16,0-0,2-4,15.5,0,18,18,0,1,0,0,0,16,1967,17,600001
Rick Barry,Starter,PF,34:00,16-27,0-0,6-8,19.8,0,6,6,3,5,0,0,0,38,1967,17,600013
Oscar Robertson,Starter,SG,34:00,9-20,0-0,8-10,11.8,0,2,2,5,4,0,0,0,26,1967,17,600015
Mahdi Abdul-Rahman,Bench,PG,20:00,4-12,0-0,1-1,3.4,0,3,3,3,3,0,0,0,9,1968,18,14
Dick Barnett,Bench,SG,22:00,7-12,0-0,1-2,5,0,1,1,0,2,0,0,0,15,1968,18,76107
Elgin Baylor,Starter,SF,27:00,8-13,0-0,6-7,12.6,0,6,6,1,5,0,0,0,22,1968,18,76127
Zelmo Beaty,Starter,C,30:00,2-11,0-0,2-2,3.5,0,10,10,1,4,0,0,0,6,1968,18,76133
Dave Bing,Starter,PG,20:00,4-7,0-0,1-1,7.4,0,2,2,4,3,0,0,0,9,1968,18,76166
Bob Boozer,Starter,PF,19:00,2-5,0-0,0-0,4,0,5,5,0,0,0,0,0,4,1968,18,76206
Bill Bridges,Bench,PF,21:00,7-9,0-0,1-4,11,0,7,7,1,4,0,0,0,15,1968,18,76253
Wilt Chamberlain,Starter,C,25:00,3-4,0-0,1-4,12.8,0,7,7,6,2,0,0,0,7,1968,18,76375
Archie Clark,Bench,PG,15:00,5-8,0-0,7-7,10.4,0,0,0,3,2,0,0,0,17,1968,18,76397
Dave DeBusschere,Bench,PF,12:00,0-3,0-0,0-0,0.2,0,4,4,0,1,0,0,0,0,1968,18,76545
Hal Greer,Bench,PG,17:00,8-8,0-0,5-7,16.6,0,3,3,3,2,0,0,0,21,1968,18,76882
John Havlicek,Bench,SF,22:00,9-15,0-0,8-11,18.4,0,5,5,4,0,0,0,0,26,1968,18,76970
Gus Johnson,Bench,PF,16:00,3-9,0-0,1-2,4,0,6,6,1,2,0,0,0,7,1968,18,77150
Sam Jones,Bench,SG,15:00,2-5,0-0,1-1,5.9,0,2,2,4,1,0,0,0,5,1968,18,77196
Jim King,Bench,PG,07:00,1-4,0-0,2-3,1.1,0,1,1,2,3,0,0,0,4,1968,18,77270
Don Kojis,Bench,SF,10:00,2-5,0-0,0-0,2.8,0,2,2,1,0,0,0,0,4,1968,18,77295
Rudy LaRusso,Bench,PF,19:00,3-8,0-0,0-2,4.5,0,7,7,0,0,0,0,0,6,1968,18,77340
Clyde Lee,Bench,C,18:00,2-8,0-0,2-4,7.2,0,11,11,2,3,0,0,0,6,1968,18,77357
Jerry Lucas,Starter,SF,21:00,6-9,0-0,4-4,14,0,5,5,4,3,0,0,0,16,1968,18,77418
Willis Reed,Starter,PF,25:00,7-14,0-0,2-3,9.4,0,8,8,1,4,0,0,0,16,1968,18,77929
Bill Russell,Bench,C,23:00,2-4,0-0,0-0,13.2,0,9,9,8,5,0,0,0,4,1968,18,78049
Jerry West,Starter,SG,32:00,7-17,0-0,3-4,11.2,0,6,6,6,4,0,0,0,17,1968,18,78497
Lenny Wilkens,Starter,PG,22:00,4-10,0-0,6-8,8.2,0,3,3,3,1,0,0,0,14,1968,18,78530
Oscar Robertson,Starter,SF,22:00,7-9,0-0,4-7,13.4,0,1,1,5,2,0,0,0,18,1968,18,600015
Elgin Baylor,Starter,PF,32:00,5-13,0-0,11-12,17.5,0,9,9,5,2,0,0,0,21,1969,19,76127
Dave Bing,Bench,PG,13:00,1-3,0-0,1-1,3.4,0,0,0,3,0,0,0,0,3,1969,19,76166
Joe Caldwell,Bench,SF,23:00,6-9,0-0,0-1,8.4,0,4,4,3,5,0,0,0,12,1969,19,76329
Wilt Chamberlain,Bench,C,27:00,2-3,0-0,0-1,11.4,0,12,12,2,2,0,0,0,4,1969,19,76375
Billy Cunningham,Bench,PF,22:00,5-10,0-0,0-0,5.8,0,5,5,1,3,0,0,0,10,1969,19,76487
Gail Goodrich,Bench,PG,06:00,2-4,0-0,1-2,2.5,0,1,1,1,1,0,0,0,5,1969,19,76832
Hal Greer,Bench,PG,17:00,0-1,0-0,4-5,4.6,0,3,3,2,2,0,0,0,4,1969,19,76882
John Havlicek,Starter,SG,31:00,6-14,0-0,2-2,9,0,7,7,2,2,0,0,0,14,1969,19,76970
Elvin Hayes,Starter,C,21:00,4-9,0-0,3-3,4.9,0,5,5,0,4,0,0,0,11,1969,19,76979
Lou Hudson,Bench,SG,20:00,6-13,0-0,1-1,4.6,0,1,1,1,0,0,0,0,13,1969,19,77074
Gus Johnson,Bench,PF,18:00,4-10,0-0,5-8,8.5,0,10,10,0,3,0,0,0,13,1969,19,77150
Don Kojis,Starter,SF,16:00,2-7,0-0,4-5,7.1,0,5,5,3,1,0,0,0,8,1969,19,77295
Rudy LaRusso,Bench,PF,18:00,3-6,0-0,0-0,6.5,0,6,6,2,3,0,0,0,6,1969,19,77340
Jerry Lucas,Starter,PF,17:00,2-5,0-0,4-5,6.4,0,6,6,1,3,0,0,0,8,1969,19,77418
Jon McGlocklin,Bench,SF,07:00,1-2,0-0,0-0,1.2,0,1,1,0,0,0,0,0,2,1969,19,77533
Jeff Mullins,Bench,SG,25:00,7-14,0-0,0-0,9.5,0,4,4,5,4,0,0,0,14,1969,19,77662
Willis Reed,Bench,C,14:00,5-8,0-0,0-0,8,0,4,4,2,2,0,0,0,10,1969,19,77929
Bill Russell,Bench,C,28:00,1-4,0-0,1-2,6.2,0,6,6,3,1,0,0,0,3,1969,19,78049
Jerry Sloan,Starter,SG,18:00,2-8,0-0,0-1,-2.6,0,3,3,0,5,0,0,0,4,1969,19,78173
Wes Unseld,Bench,PF,14:00,5-7,0-0,1-3,10.1,0,8,8,1,3,0,0,0,11,1969,19,78392
Dick Van Arsdale,Bench,SF,10:00,2-4,0-0,0-0,1.8,0,1,1,0,0,0,0,0,4,1969,19,78398
Lenny Wilkens,Starter,PG,24:00,3-15,0-0,4-5,5.6,0,7,7,5,3,0,0,0,10,1969,19,78530
Earl Monroe,Bench,PG,27:00,6-15,0-0,9-12,10.2,0,4,4,4,4,0,0,0,21,1969,19,600006
Oscar Robertson,Starter,SF,32:00,8-16,0-0,8-8,17,0,6,6,5,3,0,0,0,24,1969,19,600015
Kareem Abdul-Jabbar,Bench,C,18:00,4-8,0-0,2-2,12.5,0,11,11,4,6,0,0,0,10,1970,20,76003
Elgin Baylor,Starter,SF,26:00,2-9,0-0,5-7,6.4,0,7,7,3,3,0,0,0,9,1970,20,76127
Bill Bridges,Bench,PF,15:00,2-2,0-0,1-5,6.1,0,4,4,2,1,0,0,0,5,1970,20,76253
Joe Caldwell,Bench,SF,19:00,5-11,0-0,3-4,8.5,0,7,7,1,2,0,0,0,13,1970,20,76329
Billy Cunningham,Starter,PF,28:00,7-13,0-0,5-5,10.9,0,4,4,2,3,0,0,0,19,1970,20,76487
Dave DeBusschere,Bench,PF,14:00,5-10,0-0,0-0,9.2,0,7,7,2,1,0,0,0,10,1970,20,76545
Walt Frazier,Starter,PG,24:00,3-7,0-0,1-2,6.2,0,3,3,4,2,0,0,0,7,1970,20,76750
Hal Greer,Bench,PG,21:00,7-11,0-0,1-1,10.4,0,4,4,3,4,0,0,0,15,1970,20,76882
John Havlicek,Starter,SF,29:00,7-15,0-0,3-3,14.4,0,5,5,7,2,0,0,0,17,1970,20,76970
Connie Hawkins,Starter,PF,19:00,2-4,0-0,6-6,8.2,0,4,4,2,3,0,0,0,10,1970,20,76972
Elvin Hayes,Starter,C,35:00,9-21,0-0,6-12,15.5,0,15,15,1,1,0,0,0,24,1970,20,76979
Lou Hudson,Starter,SG,18:00,5-12,0-0,5-5,4.4,0,1,1,0,1,0,0,0,15,1970,20,77074
Gus Johnson,Bench,PF,17:00,5-12,0-0,0-0,6.2,0,7,7,1,2,0,0,0,10,1970,20,77150
Jeff Mullins,Bench,SG,14:00,4-6,0-0,0-0,4.2,0,1,1,1,2,0,0,0,8,1970,20,77662
Willis Reed,Starter,C,30:00,9-18,0-0,3-3,11.6,0,11,11,0,6,0,0,0,21,1970,20,77929
Flynn Robinson,Bench,PG,08:00,3-4,0-0,0-0,4.8,0,1,1,2,2,0,0,0,6,1970,20,77988
Bob Rule,Bench,C,13:00,2-6,0-0,1-1,2.1,0,4,4,0,2,0,0,0,5,1970,20,78042
Dick Van Arsdale,Bench,SG,16:00,4-8,0-0,0-0,5.5,0,2,2,2,0,0,0,0,8,1970,20,78398
Tom Van Arsdale,Bench,SF,08:00,2-7,0-0,1-1,-0.6,0,0,0,1,2,0,0,0,5,1970,20,78399
Chet Walker,Bench,SF,17:00,1-3,0-0,2-2,2.5,0,2,2,1,2,0,0,0,4,1970,20,78435
Jimmy Walker,Bench,SG,14:00,0-3,0-0,1-1,-1.9,0,1,1,0,2,0,0,0,1,1970,20,78439
Jerry West,Starter,PG,31:00,7-12,0-0,8-12,15.8,0,5,5,5,3,0,0,0,22,1970,20,78497
Lenny Wilkens,Bench,PG,17:00,5-7,0-0,2-3,10.6,0,2,2,4,1,0,0,0,12,1970,20,78530
Oscar Robertson,Starter,SG,29:00,9-11,0-0,3-4,18.2,0,6,6,4,3,0,0,0,21,1970,20,600015
Jo Jo White,Bench,SG,22:00,5-10,0-0,0-0,10.2,0,9,9,2,2,0,0,0,10,1971,21,19
Kareem Abdul-Jabbar,Starter,C,30:00,8-16,0-0,3-4,16,0,14,14,1,2,0,0,0,19,1971,21,76003
Dave Bing,Starter,SG,19:00,2-7,0-0,0-0,1.8,0,2,2,2,1,0,0,0,4,1971,21,76166
Wilt Chamberlain,Bench,C,18:00,1-1,0-0,0-0,12.2,0,8,8,5,0,0,0,0,2,1971,21,76375
Billy Cunningham,Starter,PF,19:00,2-8,0-0,1-2,3.8,0,4,4,3,1,0,0,0,5,1971,21,76487
Dave DeBusschere,Bench,PF,19:00,4-7,0-0,0-0,9.5,0,7,7,3,3,0,0,0,8,1971,21,76545
Walt Frazier,Starter,PG,26:00,3-9,0-0,0-0,7.8,0,6,6,5,2,0,0,0,6,1971,21,76750
Johnny Green,Bench,SF,07:00,2-3,0-0,0-1,2.4,0,2,2,0,1,0,0,0,4,1971,21,76867
John Havlicek,Starter,SF,24:00,6-12,0-0,0-2,5,0,3,3,2,3,0,0,0,12,1971,21,76970
Connie Hawkins,Starter,SF,01:00,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,1971,21,76972
Elvin Hayes,Bench,C,19:00,4-13,0-0,2-3,3.6,0,4,4,2,1,0,0,0,10,1971,21,76979
Lou Hudson,Bench,SF,17:00,6-13,0-0,2-3,4.9,0,3,3,1,3,0,0,0,14,1971,21,77074
Gus Johnson,Bench,PF,23:00,5-12,0-0,2-2,5.8,0,4,4,2,3,0,0,0,12,1971,21,77150
John Johnson,Bench,SF,02:00,0-0,0-0,0-0,1,0,0,0,1,0,0,0,0,0,1971,21,77152
Bob Kauffman,Bench,C,04:00,0-2,0-0,0-0,-1.5,0,0,0,0,0,0,0,0,0,1971,21,77227
Bob Love,Bench,PF,21:00,6-12,0-0,4-5,7.1,0,4,4,0,2,0,0,0,16,1971,21,77412
Jerry Lucas,Starter,PF,29:00,5-9,0-0,2-2,14.2,0,9,9,4,2,0,0,0,12,1971,21,77418
Jeff Mullins,Bench,SG,03:00,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,1971,21,77662
Geoff Petrie,Bench,SG,05:00,0-3,0-0,0-0,-1.2,0,0,0,1,0,0,0,0,0,1971,21,77844
Willis Reed,Starter,C,27:00,5-16,0-0,4-6,9,0,13,13,1,3,0,0,0,14,1971,21,77929
Wes Unseld,Bench,C,21:00,4-9,0-0,0-0,9.8,0,10,10,2,2,0,0,0,8,1971,21,78392
Dick Van Arsdale,Bench,SF,12:00,2-4,0-0,0-1,6.9,0,5,5,3,1,0,0,0,4,1971,21,78398
Tom Van Arsdale,Bench,SG,11:00,4-8,0-0,0-2,3.2,0,2,2,1,1,0,0,0,8,1971,21,78399
Chet Walker,Bench,SF,19:00,3-9,0-0,4-5,4.1,0,3,3,1,1,0,0,0,10,1971,21,78435
Jerry West,Starter,PG,20:00,2-4,0-0,1-3,10.1,0,1,1,9,1,0,0,0,5,1971,21,78497
Lenny Wilkens,Bench,PG,20:00,8-11,0-0,5-5,12.1,0,1,1,1,1,0,0,0,21,1971,21,78530
Earl Monroe,Starter,SG,18:00,3-9,0-0,0-0,3.5,0,5,5,2,3,0,0,0,6,1971,21,600006
Oscar Robertson,Bench,SG,24:00,2-6,0-0,1-3,1.4,0,2,2,2,3,0,0,0,5,1971,21,600015
Jo Jo White,Bench,SG,18:00,6-15,0-0,0-2,5.5,0,4,4,3,1,0,0,0,12,1972,22,19
Kareem Abdul-Jabbar,Starter,C,19:00,5-10,0-0,2-2,11,0,7,7,2,0,0,0,0,12,1972,22,76003
Butch Beard,Bench,PG,07:00,1-4,0-0,1-1,0.4,0,1,1,0,0,0,0,0,3,1972,22,76130
Wilt Chamberlain,Bench,C,24:00,3-3,0-0,2-8,12.2,0,10,10,3,2,0,0,0,8,1972,22,76375
Archie Clark,Bench,PG,21:00,2-5,0-0,4-4,9,0,1,1,6,1,0,0,0,8,1972,22,76397
Dave Cowens,Starter,C,32:00,5-12,0-0,4-5,17.1,0,20,20,1,4,0,0,0,14,1972,22,76462
Billy Cunningham,Starter,PF,24:00,4-13,0-0,6-8,9.8,0,10,10,3,4,0,0,0,14,1972,22,76487
Dave DeBusschere,Bench,PF,26:00,4-8,0-0,0-0,9.2,0,11,11,0,2,0,0,0,8,1972,22,76545
Walt Frazier,Starter,PG,25:00,7-11,0-0,1-2,12.2,0,3,3,5,2,0,0,0,15,1972,22,76750
