RK,FULL_NAME,TWITTER_ACC
579,T.J. Leaf\leaftj01,leafsquad22
580,Ricky Ledo\ledori01,REALRICKLEDO1
581,Courtney Lee\leeco01,CourtneyLee2211
582,Damion Lee\leeda03,Dami0nLee
583,David Lee\leeda02,Dlee042
584,Walt Lemon\lemonwa01,WaltLemon
585,Alex Len\lenal01,alexlen
586,Kawhi Leonard\leonaka01,kawhileonard
587,Meyers Leonard\leoname01,MeyersLeonard11
588,Travis Leslie\leslitr01,FlightLeslie23
589,Mathias Lessort\lessoma01,ThiasLsf
590,Jon Leuer\leuerjo01,JonLeuer30
591,Caris LeVert\leverca01,CarisLeVert
592,Trey Lewis\lewistr01,Treylew3
593,DeAndre Liggins\liggide01,Dreliggs34
594,Damian Lillard\lillada01,Dame_Lillard
595,Jeremy Lin\linje01,JLin7
596,Scottie Lindsey\lindssc01,ScottieLindsey
597,Shaun Livingston\livinsh01,ShaunLivingston
598,Sergio Llull\llullse01,23Llull
599,Zach Lofton\loftoza01,ZachLofton
600,Kevon Looney\looneke01,Loon_Rebel5
601,Robin Lopez\lopezro01,rolopez42
602,Kevin Love\loveke01,kevinlove
603,Marc Loving\lovinma01,lovingthegame32
604,Kyle Lowry\lowryky01,Klow7
605,Jordan Loyd\loydjo01,jloyd_3
606,John Lucas III\lucasjo02,Luke1luk
607,Timothe Luwawu-Cabarrot\luwawti01,timcabs
608,Tyler Lydon\lydonty01,Tyler_Lydon14
609,Jairus Lyles\lylesja01,_jlyles
610,Trey Lyles\lylestr01,TreyLyles
611,Sheldon Mac\mcclesh01,sheldonmacc
612,Scott Machado\machasc01,_ScottMachado
613,Shelvin Mack\macksh01,ShelvinMack
614,Vernon Macklin\macklve01,vernon_macklin
615,Daryl Macon\maconda01,_dmacon4
616,J.P. Macura\macurjp01,jpmacura
617,Mark Madsen\madsema01,madsen_mark
618,Josh Magette\magetjo01,joshmagette
619,Corey Maggette\maggeco01,Corey_Maggette
620,Ian Mahinmi\mahinia01,ianmahinmi
621,Dan Majerle\majerda01,DanMajerle
622,Thon Maker\makerth01,ThonMaker14
623,Karl Malone\malonka01,TheDeliverer_32
624,Danny Manning\mannida01,coachdmanning
625,Devyn Marble\marblde01,DevMarble
626,Stephon Marbury\marbust01,StarburyMarbury
627,Shawn Marion\mariosh01,matrix31
628,Boban Marjanovic\marjabo01,BobanMarjanovic
629,Lauri Markkanen\markkla01,MarkkanenLauri
630,Donyell Marshall\marshdo01,Dmarsh42
631,Kendall Marshall\marshke01,KButter5
632,Cartier Martin\martica01,CartierMartin
633,Jarell Martin\martija01,MartinJarell
634,Kenyon Martin\martike01,KenyonMartinSr
635,Jamal Mashburn\mashbja01,jamalmashburn
636,Frank Mason\masonfr01,FrankMason0
637,Roger Mason\masonro01,MoneyMase
638,Yante Maten\matenya01,YoungMoney_11
639,Jordan Mathews\mathejo01,JordanMathews22
640,Mangok Mathiang\mathima01,M_Mango32
641,Wesley Matthews\matthwe02,WessyWes23
642,Jason Maxiell\maxieja01,JasonMaxiell
643,Vernon Maxwell\maxweve01,vernonmaxwell11
644,Sean May\mayse01,BigMay42
645,Eric Maynor\maynoer01,EMaynor3
646,Luc Mbah a Moute\mbahalu01,mbahamoute
647,James Michael McAdoo\mcadoja01,jamesmcadoo
648,Tahjere McCall\mccalta01,215tahj
649,Ray McCallum\mccalra01,RayMac3
650,Patrick McCaw\mccawpa01,PMcCaw0
651,CJ McCollum\mccolcj01,CJMcCollum
652,Mickey McConnell\mcconmi01,MickeyMcConnell
653,T.J. McConnell\mccontj01,TJMcConnell
654,Brandon McCoy\mccoybr01,Mccoy_blvd
655,Chris McCullough\mcculch01,briskuno
656,K.J. McDaniels\mcdankj01,KJMcDaniels
657,Doug McDermott\mcderdo01,dougmcdermott
658,Hank McDowell\mcdowha01,Skinnypalmer
659,Mitch McGary\mcgarmi01,mitchmcgary
660,JaVale McGee\mcgeeja01,JaValeMcGee
661,Tracy McGrady\mcgratr01,Real_T_Mac
662,Rodney McGruder\mcgruro01,RodneyMcGruder
663,Jim McIlvaine\mcilvji01,JimMcIlvaine
664,Kevin McKenna\mckenke01,coachkmc3
665,Trey McKinney-Jones\mckintr01,TreyMJ04
666,Alfonzo McKinnie\mckinal01,_Alvo_
667,Jordan McLaughlin\mclaujo01,itsmclaughlin11
668,Ben McLemore\mclembe01,BenMcLemore
669,Jerel McNeal\mcneaje01,jerel_mcneal
670,Jordan McRae\mcraejo01,JordyMac52
671,Josh McRoberts\mcrobjo01,JoshMcRoberts11
672,Jodie Meeks\meeksjo01,Jmeeks20
673,Kennedy Meeks\meekske01,asapmeeks03
674,Salah Mejri\mejrisa01,50Mejri
675,De'Anthony Melton\meltode01,DeAnthonyMelton
676,Chimezie Metu\metuch01,Chimezie_Metu
677,David Michineau\michida01,YoungDav16
678,Jordan Mickey\mickejo01,Jmickey_02
679,Khris Middleton\middlkh01,Khris22m
680,C.J. Miles\milescj01,masfresco
681,Darius Miller\milleda01,DmillerKY
682,Malcolm Miller\millema01,MalcMili13
683,Mike Miller\millemi01,MikeMiller_13
684,Quincy Miller\millequ01,qmillertime
685,Reggie Miller\millere01,ReggieMillerTNT
686,Codi Miller-McIntyre\milleco01,CMMPatience
687,Patty Mills\millspa02,Patty_Mills
688,Elijah Millsap\millsel01,Elijah_Millsap
689,Paul Millsap\millspa01,Paulmillsap4
690,Shake Milton\miltosh01,SniperShake
691,Nikola Milutinov\milutni01,NMilutinov
692,Yao Ming\mingya01,YaoMing
693,Nikola Mirotic\mirotni01,threekola
694,Akil Mitchell\mitchak01,ajmitchell25
695,Donovan Mitchell\mitchdo01,spidadmitchell
696,Tony Mitchell\mitchto02,TonyMitchUNENO
697,Tony Mitchell\mitchto03,tmitch_5
698,Naz Mitrou-Long\mitrona01,NazzyJML
699,Luka Mitrovic\mitrolu01,mitar_mitar9
700,Nazr Mohammed\mohamna01,NazrMohammed
701,Malik Monk\monkma01,AhmadMonk
702,Earl Monroe\monroea01,EarlThePearl_15
703,Greg Monroe\monrogr01,M10OSE
704,Ben Moore\moorebe01,JaminTheFiend
705,E'Twaun Moore\mooreet01,ETwaun55
706,Eric Moreland\moreler01,EricMoreland15
707,Yannis Morin\morinya01,YannisMorin
708,Darius Morris\morrida01,dariusmorris4
709,Marcus Morris\morrima03,MookMorris2
710,Markieff Morris\morrima02,Keefmorris
711,Monte Morris\morrimo01,MonteMorris11
712,Anthony Morrow\morroan01,MrAnthonyMorrow
713,Donatas Motiejunas\motiedo01,DonatasMot
714,Brock Motum\motumbr01,brockm12
715,Arnett Moultrie\moultar01,amoultrie
716,Emmanuel Mudiay\mudiaem01,emmanuelmudiay
717,Shabazz Muhammad\muhamsh01,ShabazzMuhammad
718,Xavier Munford\munfoxa02,xaviermunford
719,Kamari Murphy\murphka01,21__louie
720,Kevin Murphy\murphke01,KMurph_55
721,Dejounte Murray\murrade01,DejounteMurray
722,Jamal Murray\murraja01,BeMore27
723,Tracy Murray\murratr01,RealTracyMurray
724,Toure' Murry\murryto01,toure_murry
725,Dzanan Musa\musadz01,DzananM13
726,Mike Muscala\muscami01,mikemuscala
727,Dikembe Mutombo\mutomdi01,officialmutombo
728,Sviatoslav Mykhailiuk\mykhasv01,Sviat_10
729,Hamady N'Diaye\ndiayha01,H55ndiaye
730,Bostjan Nachbar\nachbbo01,BokiNachbar
731,Larry Nance\nancela02,Larrydn22
732,Shabazz Napier\napiesh01,ShabazzNapier
733,Steve Nash\nashst01,SteveNash
734,Maurice Ndour\ndourma01,TooHotFiDem
735,Jameer Nelson\nelsoja01,jameernelson
736,Raul Neto\netora01,RaulTogni
737,Malik Newman\newmama01,iammaliknewman
738,Georges Niang\niangge01,GeorgesNiang20
739,Andrew Nicholson\nichoan01,nicholaf44
740,Landry Nnoko\nnokola01,landry_nnoko
741,Joakim Noah\noahjo01,JoakimNoah
742,Andres Nocioni\nocioan01,SoyElChapu
743,Nerlens Noel\noelne01,NerlensNoel3
744,Lucas Nogueira\noguelu01,Bebe92
745,Dirk Nowitzki\nowitdi01,swish41
746,Frank Ntilikina\ntilila01,FrankLikina
747,Kendrick Nunn\nunnke01,nunnbetter_
748,James Nunnally\nunnaja01,AllorNunn21
749,Jusuf Nurkic\nurkiju01,bosnianbeast27
750,David Nwaba\nwabada01,dnwaba0
751,Ike Nwamu\nwamuik01,ike_nwamu
752,Patrick O'Bryant\obryapa01,13POB13
753,Jermaine O'Neal\onealje01,jermaineoneal
754,Shaquille O'Neal\onealsh01,SHAQ
755,Royce O'Neale\onealro01,BucketsONeale00
756,Kyle O'Quinn\oquinky01,Kyle_OQuinn
757,Charles Oakley\oaklech01,CharlesOakley34
758,Fabricio Oberto\obertfa01,obricio7
759,Lamar Odom\odomla01,RealLamarOdom
760,Semi Ojeleye\ojelese01,Semi
761,Emeka Okafor\okafoem01,BigMek50
762,Jahlil Okafor\okafoja01,JahlilOkafor
763,Elie Okobo\okoboel01,ElieOkobo_0
764,Josh Okogie\okogijo01,CallMe_NonStop
765,Mehmet Okur\okurme01,MehmetOkur13
766,Victor Oladipo\oladivi01,VicOladipo
767,Hakeem Olajuwon\olajuha01,DR34M
768,Cameron Oliver\oliveca01,SpaceCamm
769,Kelly Olynyk\olynyke01,KellyOlynyk
770,Arinze Onuaku\onuakar01,arinze_onuaku
771,Chinanu Onuaku\onuakch01,chinanu_onuaku
772,Alex Oriakhi\oriakal01,aoriakhi42
773,Daniel Orton\ortonda01,danielorton21
774,Cedi Osman\osmande01,cediosman
775,Yakuba Ouattara\ouattya01,yakubaouattara
776,Kelly Oubre\oubreke01,KELLYOUBREJR
777,Zaza Pachulia\pachuza01,zaza27
778,Georgios Papagiannis\papagge01,G_P_06
779,Jannero Pargo\pargoja01,jpargo1
780,Anthony Parker\parkean01,_AnthonyParker
781,Jabari Parker\parkeja01,JabariParker
782,Tony Parker\parketo01,tonyparker
783,Chandler Parsons\parsoch01,ChandlerParsons
784,Anzejs Pasecniks\pasecan01,AnzejsP
785,Lamar Patterson\pattela01,LP21_
786,Patrick Patterson\pattepa01,pdpatt
787,Justin Patton\pattoju01,JustinPatton17
788,Chris Paul\paulch01,CP3
789,Adreian Payne\paynead01,Adreian_Payne
790,Cameron Payne\payneca01,campayne
791,Elfrid Payton\paytoel01,elfrid
792,Gary Payton\paytoga01,GaryPayton_
793,L.J. Peak\peaklj01,ljpeak1
794,Norvel Pelle\pelleno01,NorvelPelle05
795,Kendrick Perkins\perkike01,KendrickPerkins
796,London Perrantes\perralo01,London_Tyus
797,Alec Peters\peteral01,petersalec
798,Morris Peterson\petermo01,mopete24
799,Luke Petrasek\petralu01,Luke_Petrasek
800,John Petrucelli\petrujo01,John_Petrucelli
801,Terran Petteway\pettete01,_TP5
802,Paul Pierce\piercpa01,paulpierce34
803,Mickael Pietrus\pietrmi01,MickaelPietrus
804,Theo Pinson\pinsoth01,tpinsonn
805,Scottie Pippen\pippesc01,ScottiePippen
806,Marshall Plumlee\plumlma02,marshallplumlee
807,Mason Plumlee\plumlma01,masonplumlee
808,Miles Plumlee\plumlmi01,milesplumlee13
809,Jakob Poeltl\poeltja01,JakobPoeltl
810,Sir'Dominic Pointer\pointsi01,Sirdom1
811,Kendall Pollard\pollake01,__KP
812,Quincy Pondexter\pondequ01,QuincyPondexter
813,Michael Porter\portemi01,MPJr
814,Bobby Portis\portibo01,BPortistime
815,Kristaps Porzingis\porzikr01,kporzee
816,Leon Powe\powele01,Leon_Powe
817,Dwight Powell\poweldw01,DwightPowell33
818,Josh Powell\poweljo01,JP21Reasons
819,Norman Powell\powelno01,npowell2404
820,Casey Prather\prathca01,cprather24
821,Phil Pressey\pressph01,philpressey
822,Billy Preston\prestbi01,nolimitbill
823,A.J. Price\priceaj01,realAJPrice
824,Pablo Prigioni\prigipa01,PPrigioni9
825,Laron Profit\profila01,Profit4eva
826,Jacob Pullen\pulleja01,Jpullz0
827,Rodney Purvis\purviro01,Gpurvooo
828,Zhou Qi\qizh01,officialzhouqi
829,Tim Quarterman\quartti01,TimQuarterman1
830,Ivan Rabb\rabbiv01,YoungIvee
831,Nikola Radicevic\radicni01,nikoradicevic
832,Chasson Randle\randlch01,ChassonRandle
833,Julius Randle\randlju01,J30_RANDLE
834,Anthony Randolph\randoan01,TheARandolph
835,Levi Randolph\randole01,LeviRandolph20
836,Zach Randolph\randoza01,MacBo50
837,Xavier Rathan-Mayes\rathaxa01,xrm_22
838,Theo Ratliff\ratlith01,shotblocker42
839,J.J. Redick\redicjj01,JJRedick
840,Davon Reed\reedda01,ClutchREED_5
841,Cameron Reynolds\reynoca01,CamoCinco
842,Glen Rice\ricegl01,glenrice41
843,Jason Richardson\richaja01,jrich23
844,Josh Richardson\richajo01,J_Rich1
845,Malachi Richardson\richama01,KingMali23
846,Quentin Richardson\richaqu01,QRich
847,Mitch Richmond\richmmi01,MitchRichmond23
848,Austin Rivers\riverau01,AustinRivers25
849,Andre Roberson\roberan03,FlyDre21
850,Ronald Roberts\roberro01,RonaldRoberts5
851,Clifford Robinson\robincl02,UncleCliffy30
852,David Robinson\robinda01,DavidtheAdmiral
853,Devin Robinson\robinde01,drob7nson
854,Duncan Robinson\robindu01,D_Bo20
855,Glenn Robinson\robingl02,GRIII
856,Jerome Robinson\robinje01,Rome_Coldbucks1
857,Mitchell Robinson\robinmi01,23savage____
858,Nate Robinson\robinna01,nate_robinson
859,Thomas Robinson\robinth01,Trobinson0
860,Dennis Rodman\rodmade01,dennisrodman
861,Desi Rodriguez\rodride01,desirodriguez6
862,Sergio Rodriguez\rodrise01,SergioRodriguez
863,Rajon Rondo\rondora01,RajonRondo
864,Derrick Rose\rosede01,drose
865,Jalen Rose\roseja01,jalenrose
866,Terrence Ross\rosste01,T_DotFlight31
867,Terry Rozier\roziete01,T_Rozzay3
868,Ricky Rubio\rubiori01,rickyrubio9
869,Damjan Rudez\rudezda01,Damjan_Rudez
870,Brandon Rush\rushbr01,BRush_25
871,Kareem Rush\rushka01,kareemrush
872,Bryon Russell\russebr01,BRuss3
873,D'Angelo Russell\russeda01,Dloading
874,Domantas Sabonis\sabondo01,Dsabonis11
875,Robert Sacre\sacrero01,Bobby_Sacre
876,John Salley\sallejo01,thejohnsalley
877,JaKarr Sampson\sampsja02,KarrSampson14
878,Jamarr Sanders\sandeja01,2_E_A_Z_Y
879,Larry Sanders\sandela01,l8show_thegoat
880,Dario Saric\saricda01,dariosaric
881,Tomas Satoransky\satorto01,satoransky
882,Brian Scalabrine\scalabr01,Scalabrine
883,Detlef Schrempf\schrede01,Dschrempf
884,Dennis Schroder\schrode01,DennisMike93
885,Luis Scola\scolalu01,LScola4
886,Dennis Scott\scottde01,dennis3dscott
887,Mike Scott\scottmi01,mikescott
888,Thabo Sefolosha\sefolth01,ThaboSefolosha
889,Jeremy Senglin\senglje01,jsenglin_30
890,Kevin Seraphin\serapke01,kslife7
891,Ramon Sessions\sessira01,SessionsRamon
892,Collin Sexton\sextoco01,CollinYoungBull
893,Landry Shamet\shamela01,landryshamet
894,Tornike Shengelia\shengto01,TokoShengelia23
895,Iman Shumpert\shumpim01,imanshumpert
896,Pascal Siakam\siakapa01,pskills43
897,Luke Sikma\sikmalu01,LCSikma43
898,Xavier Silas\silasxa01,XavierSilas
899,Garret Siler\silerga01,Big_G_21
900,Ben Simmons\simmobe01,BenSimmons25
901,Bobby Simmons\simmobo01,bobbysimmons21
902,Jonathon Simmons\simmojo02,ThaRealJsimms
903,Anfernee Simons\simonan01,AnferneeSimons
904,Henry Sims\simshe01,H_Sims14
905,Satnam Singh Bhamara\singhsa01,hellosatnam
906,Kyle Singler\singlky01,KyleSingler
907,Sean Singletary\singlse01,SeanSingletary
908,Chris Singleton\singlch01,C_SING31
909,Peyton Siva\sivape01,PeypeySiva3
910,Tamar Slay\slayta01,slay9
911,Donald Sloan\sloando01,dsloan15
912,Marcus Smart\smartma01,smart_MS3
913,Craig Smith\smithcr01,Csmeezy1
914,Dennis Smith\smithde03,Dennis1SmithJr
915,Greg Smith\smithgr02,Ju_Smith4
916,Ish Smith\smithis01,ishsmith
917,J.R. Smith\smithjr01,TheRealJRSmith
918,Jason Smith\smithja02,JasonSmith014
919,Jerry Smith\smithje01,JSmith_8
920,Joe Smith\smithjo02,JoeBeast95
921,Kenny Smith\smithke01,TheJetOnTNT
922,Nolan Smith\smithno01,NdotSmitty
923,Roscoe Smith\smithro02,scoesh0w
924,Scoochie Smith\smithsc01,scoochstackin
925,Steve Smith\smithst01,steve21smith
926,Tony Smith\smithto02,AnalystTSmith34
927,Zach Smith\smithza01,SuperDuperZach
928,Zhaire Smith\smithzh01,zhaire_smith
929,Ray Spalding\spaldra01,RaySpalding_4
930,Marreese Speights\speigma01,Mospeights16
931,Omari Spellman\spellom01,omari_spellman
932,Tiago Splitter\splitti01,tiagosplitter
933,Larry Spriggs\sprigla01,spriggy35
934,Jerry Stackhouse\stackje01,jerrystackhouse
935,Terence Stansbury\stanste01,360StatueofLibe
936,Jonathan Stark\starkjo02,jonathanstark02
937,John Starks\starkjo01,StarksTheDunk
938,Nik Stauskas\stausni01,NStauskas11
939,Lance Stephenson\stephla01,StephensonLance
940,Greg Stiemsma\stiemgr01,gregstiemsma
941,David Stockton\stockda01,dstockton32
942,Michael Stockton\stockmi01,MikeStock20
943,Jarnell Stokes\stokeja01,JarnellStokes
944,Diamond Stone\stonedi01,Diamond_Stone33
945,Julyan Stone\stoneju01,Julyan_Stone
946,Amar'e Stoudemire\stoudam01,Amareisreal
947,Jared Sullinger\sullija01,Jared_Sully0
948,Edmond Sumner\sumneed01,EdmondSumner
949,Caleb Swanigan\swanica01,calebswanigan50
950,Wally Szczerbiak\szczewa02,wallyball
951,Chris Taft\taftch01,BlessedTaft
952,Jayson Tatum\tatumja01,jaytatum0
953,Edy Tavares\tavarwa01,waltertavares22
954,Jermaine Taylor\tayloje02,jtaylor8ball
955,Tyshawn Taylor\tayloty01,tyshawntaylor
956,Jeff Teague\teaguje01,Teague0
957,Marquis Teague\teaguma01,marquisteague25
958,Sebastian Telfair\telfase01,BassyS31T
959,Garrett Temple\templga01,GTemp14
960,Milos Teodosic\teodomi01,MilosTeodosic4
961,Jared Terrell\terreja01,JaredTerrell32
962,Emanuel Terry\terryem01,EmanuelTerry08
963,Jason Terry\terryja01,jasonterry31
964,Hasheem Thabeet\thabeha01,HasheemTheDream
965,Xavier Thames\thamexa01,Xthames2
966,Daniel Theis\theisda01,dtheis10
967,Reggie Theus\theusre01,ReggieTheus
968,Adonis Thomas\thomaad01,AllDayThomas
969,Deshaun Thomas\thomade01,DT1UpNComin
970,Isaiah Thomas\thomais02,isaiahthomas
971,Isiah Thomas\thomais01,IsiahThomas
972,Khyri Thomas\thomakh01,Khyri_2
973,Lance Thomas\thomala01,MrLance42
974,Rashawn Thomas\thomara01,Sobeastly_25
975,Jason Thompson\thompja02,jtthekid
976,Klay Thompson\thompkl01,KlayThompson
977,Mychel Thompson\thompmy02,MychelThompson
978,Ryan Thompson\thompry01,RyT5
979,Trevor Thompson\thomptr03,TrevBallinTrey2
980,Tristan Thompson\thomptr01,RealTristan13
981,Al Thornton\thornal01,AThornton14
982,Marcus Thornton\thornma01,OfficialMT23
983,Marcus Thornton\thornma02,M3Thornton
984,Sindarius Thornwell\thornsi01,Sin_City_803
985,Jamaal Tinsley\tinslja01,jatinsley
986,Mike Tobey\tobeymi01,miketobey10
987,J.P. Tokoto\tokotjp01,AirPierreTokoto
988,Anthony Tolliver\tollian01,ATolliver44
989,Axel Toupane\toupaax01,toups_33
990,Karl-Anthony Towns\townska01,KarlTowns
991,Gary Trent\trentga02,gtrentjr
992,Travis Trice\tricetr01,Ttrice20
993,Melo Trimble\trimbme01,_STAYMELO
994,Alando Tucker\tuckeal02,DoeTuck
995,Hedo Turkoglu\turkohe01,hidoturkoglu15
996,Evan Turner\turneev01,thekidet
997,Myles Turner\turnemy01,Original_Turner
998,Jeremy Tyler\tylerje01,jeremytyler3
999,Ekpe Udoh\udohek01,EkpeUdoh
1000,Beno Udrih\udrihbe01,BenoUdrih1
1001,Tyler Ulis\ulisty01,tullis3
1002,Jarrod Uthoff\uthofja01,Mr_Uthoff
1003,Jonas Valanciunas\valanjo01,JValanciunas
1004,Denzel Valentine\valende01,denzelvalentine
1005,Jarred Vanderbilt\vandeja01,JVando
1006,Fred VanVleet\vanvlfr01,FredVanVleet
1007,Anderson Varejao\varejan01,VAREJAOANDERSON
1008,Jarvis Varnado\varnaja01,RealSwat32
1009,Greivis Vasquez\vasqugr01,greivisvasquez
1010,Rashad Vaughn\vaughra01,ShowtimeMr1
1011,Jan Vesely\veselja01,JanVesely24
1012,Noah Vonleh\vonleno01,NoahVonleh
1013,Nikola Vucevic\vucevni01,NikolaVucevic
1014,Sasha Vujacic\vujacsa01,SashaVujacic
1015,Dwyane Wade\wadedw01,DwyaneWade
1016,Von Wafer\wafervo01,vonwafer13
1017,Moritz Wagner\wagnemo01,moritz_weasley
1018,Dion Waiters\waitedi01,dionwaiters3
1019,Antoine Walker\walkean02,WalkerAntoine8
1020,Kemba Walker\walkeke02,KembaWalker
1021,Lonnie Walker\walkelo01,lonniewalker_4
1022,Tyrius Walker\walkety01,twalk_02
1023,Thomas Walkup\walkuth01,twalkup23
1024,John Wall\walljo01,JohnWall
1025,Taurean Waller-Prince\princta02,taureanprince
1026,Bill Walton\waltobi01,BillWalton
1027,Derrick Walton\waltode01,DerrickWalton10
1028,Brad Wanamaker\wanambr01,phillybul_22
1029,Jameel Warney\warneja01,Fullcoursemeelz
1030,T.J. Warren\warretj01,tonywarrenjr
1031,Hakim Warrick\warriha01,hdubb21
1032,Christian Watford\watfoch01,Cwat205
1033,C.J. Watson\watsocj01,quietstorm_32
1034,Earl Watson\watsoea01,Earl_Watson
1035,Maalik Wayns\waynsma01,MaalikWayns2
1036,Travis Wear\weartr01,traviswear
1037,Kyle Weaver\weaveky01,kyleweaver5
1038,Chris Webber\webbech01,realchriswebber
1039,Briante Weber\weberbr01,Sir_deuce2
1040,Martell Webster\webstma02,MartellWebster
1041,Sonny Weems\weemsso01,Sonny13
1042,Bonzi Wells\wellsbo01,BonziWells
1043,Thomas Welsh\welshth01,tomwelsh40
1044,Bill Wennington\wennibi01,34billy42
1045,David West\westda01,D_West30
1046,Delonte West\westde01,delontewest
1047,Charlie Westbrook\westbch01,C_Westbrook1
1048,Russell Westbrook\westbru01,russwest44
1049,Aaron White\whiteaa01,Aaron_White30
1050,Andrew White\whitean01,AndrewWhite03
1051,D.J. White\whitedj01,dj_white3
1052,Derrick White\whitede01,Dwhite921
1053,Okaro White\whiteok01,owhite10
1054,Royce White\whitero03,Highway_30
1055,Terrico White\whitete01,TerricoWhite5
1056,Isaiah Whitehead\whiteis01,isaiahwhitehead
1057,Hassan Whiteside\whiteha01,youngwhiteside
1058,Andrew Wiggins\wiggian01,22wiggins
1059,Scottie Wilbekin\wilbesc01,scottiew_5
1060,C.J. Wilcox\wilcocj01,UCjwilcox23W
1061,Jacob Wiley\wileyja01,Jwiley_24
1062,Damien Wilkins\wilkida02,dwilkins3000
1063,Dominique Wilkins\wilkido01,DWilkins21
1064,Isaiah Wilkins\wilkiis01,isaiahwilkins21
1065,Alan Williams\willial03,alantwilliams
1066,Deron Williams\willide01,DeronWilliams
1067,Derrick Williams\willide02,DWXXIII
1068,Elliot Williams\williel01,ewill901
1069,JaCorey Williams\willija05,_JWilliams22
1070,Jay Williams\willija03,RealJayWilliams
1071,Jerome Williams\willije01,JunkYardDogJW
1072,Jordan Williams\willijo03,Jwilliams20
1073,Kenrich Williams\willike04,williamskenrich
1074,Latavious Williams\willila01,taybowl_
1075,Lou Williams\willilo02,TeamLou23
1076,Matt Williams\willima05,1mattwill2
1077,Mo Williams\willima01,mowilliams
1078,Reggie Williams\willire02,reggiew55
1079,Robert Williams\williro04,rob_williamsIII
1080,Shelden Williams\willish02,SheldenWilliams
1081,T.J. Williams\willitj01,gogettatjwill
1082,Terrence Williams\willite01,TheRealTWill
1083,Troy Williams\willitr02,troywilliams_
1084,Nigel Williams-Goss\willini01,NigelWG5
1085,Derek Willis\willide04,derek_willis33
1086,D.J. Wilson\wilsodj01,Lanky_Smoove
1087,Jamil Wilson\wilsoja02,jamilwilson_22
1088,Kyle Wiltjer\wiltjky01,kwiltj
1089,Justise Winslow\winslju01,IAmJustise
1090,Jeff Withey\witheje01,JeffWithey
1091,Nate Wolters\woltena01,NateWolters
1092,Christian Wood\woodch01,Chriswood_5
1093,Metta World Peace\artesro01,MettaWorldPeace
1094,Brandan Wright\wrighbr03,bwright34
1095,Chris Wright\wrighch01,flyght33wright
1096,Delon Wright\wrighde01,delonwright
1097,Dorell Wright\wrighdo01,DWRIGHTWAY1
1098,Tony Wroten\wroteto01,TWroten_LOE
1099,B.J. Young\youngbj01,Joeybuckets3
1100,James Young\youngja01,realjamesyoung
1101,Joe Young\youngjo01,JoeyBuckets3
1102,Nick Young\youngni01,NickSwagyPYoung
1103,Sam Young\youngsa01,SamYoung4
1104,Thaddeus Young\youngth01,yungsmoove21
1105,Trae Young\youngtr01,TheTraeYoung
1106,Rade Zagorac\zagorra01,zagorac_rade
1107,Talib Zanna\zannata01,TalibZanna
1108,Cody Zeller\zelleco01,CodyZeller
1109,Luke Zeller\zellelu01,LukeZeller40
1110,Tyler Zeller\zellety01,ZellerTyler
1111,Stephen Zimmerman\zimmest01,BIGG_ZIMM
1112,Ante Zizic\zizican01,ante_zizic
1113,Ivica Zubac\zubaciv01,ivicazubac
1114,Tomislav Zubcic\zubcito01,TomislavZubcic7
