,FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR
3,Vern Mikkelsen,Starter,PF,19:00,3-13,0-0,0-0,2.2,0.0,6,6,3,3,0,0,0,6,1953.0
4,Andy Phillip,Starter,SG,36:00,4-9,0-0,1-1,13.4,0.0,6,6,8,2,0,0,0,9,1953.0
5,Bobby Wanzer,Starter,PG,22:00,4-7,0-0,1-1,6.4,0.0,2,2,2,1,0,0,0,9,1953.0
6,Leo Barnhorst,Bench,SF,13:00,1-2,0-0,0-1,2.4,0.0,3,3,1,2,0,0,0,2,1953.0
7,Bob Davies,Bench,SG,17:00,3-7,0-0,3-6,4.8,0.0,3,3,2,2,0,0,0,9,1953.0
8,Larry Foust,Bench,PF,18:00,5-7,0-0,0-0,7.2,0.0,6,6,0,4,0,0,0,10,1953.0
9,Slater Martin,Bench,PG,26:00,2-10,0-0,1-1,-1.4,0.0,2,2,1,2,0,0,0,5,1953.0
10,Arnie Risen,Bench,C,19:00,2-7,0-0,1-3,5.9,0.0,9,9,2,3,0,0,0,5,1953.0
1,Bob Cousy,Starter,PG,36:00,4-11,0-0,7-7,10.4,0.0,5,5,3,1,0,0,0,15,1953.0
2,Harry Gallatin,Starter,SF,19:00,1-4,0-0,1-2,3.0,0.0,3,3,2,1,0,0,0,3,1953.0
3,Ed Macauley,Starter,C,35:00,5-12,0-0,8-8,13.2,0.0,7,7,3,2,0,0,0,18,1953.0
4,Dolph Schayes,Starter,PF,26:00,2-7,0-0,4-4,12.5,0.0,13,13,3,3,0,0,0,8,1953.0
5,Bill Sharman,Starter,SG,26:00,5-8,0-0,1-1,6.6,0.0,4,4,0,2,0,0,0,11,1953.0
6,Don Barksdale,Bench,SF,11:00,0-1,0-0,1-3,3.4,0.0,3,3,2,0,0,0,0,1,1953.0
7,Carl Braun,Bench,SG,21:00,1-4,0-0,1-1,2.9,0.0,3,3,2,2,0,0,0,3,1953.0
8,Bill Gabor,Bench,SG,25:00,0-3,0-0,0-1,2.6,0.0,5,5,2,1,0,0,0,0,1953.0
9,Neil Johnston,Bench,C,27:00,5-13,0-0,1-2,8.5,0.0,12,12,0,2,0,0,0,11,1953.0
10,Paul Seymour,Bench,SG,14:00,2-3,0-0,1-2,5.8,0.0,3,3,2,1,0,0,0,5,1953.0
1,George Mikan,Starter,C,29:00,9-19,0-0,8-9,18.1,0.0,15,15,1,5,0,0,0,26,1952.0
2,Vern Mikkelsen,Starter,PF,23:00,5-8,0-0,2-2,11.8,0.0,10,10,0,2,0,0,0,12,1952.0
3,Jim Pollard,Starter,SF,29:00,2-17,0-0,0-0,3.0,0.0,11,11,5,3,0,0,0,4,1952.0
4,Paul Walther,Starter,SG,17:00,1-4,0-0,0-0,2.0,0.0,2,2,2,1,0,0,0,2,1952.0
5,Bobby Wanzer,Starter,PG,22:00,1-8,0-0,2-2,5.0,0.0,5,5,5,2,0,0,0,4,1952.0
6,Leo Barnhorst,Bench,SF,23:00,7-16,0-0,0-1,3.1,0.0,2,2,2,4,0,0,0,14,1952.0
7,Frankie Brian,Bench,PG,25:00,4-10,0-0,5-6,11.5,0.0,7,7,4,2,0,0,0,13,1952.0
8,Bob Davies,Bench,PG,27:00,4-11,0-0,0-0,2.8,0.0,0,0,5,4,0,0,0,8,1952.0
9,Dike Eddleman,Bench,SF,26:00,1-3,0-0,0-0,2.2,0.0,2,2,2,2,0,0,0,2,1952.0
10,Arnie Risen,Bench,C,19:00,3-7,0-0,0-1,3.6,0.0,5,5,1,3,0,0,0,6,1952.0
1,Paul Arizin,Starter,SF,32:00,9-13,0-0,8-8,17.2,0.0,6,6,0,1,0,0,0,26,1952.0
2,Bob Cousy,Starter,PG,33:00,4-14,0-0,1-2,12.2,0.0,4,4,13,3,0,0,0,9,1952.0
3,Harry Gallatin,Starter,PF,22:00,3-5,0-0,1-4,10.0,0.0,9,9,3,3,0,0,0,7,1952.0
4,Ed Macauley,Starter,C,28:00,3-7,0-0,9-9,13.6,0.0,7,7,3,2,0,0,0,15,1952.0
5,Andy Phillip,Starter,SG,30:00,4-6,0-0,3-3,13.1,0.0,3,3,6,1,0,0,0,11,1952.0
6,Joe Fulks,Bench,SF,09:00,3-7,0-0,0-1,5.1,0.0,5,5,2,2,0,0,0,6,1952.0
7,Dick McGuire,Bench,PG,18:00,0-0,0-0,1-3,4.6,0.0,1,1,4,0,0,0,0,1,1952.0
8,Red Rocha,Bench,C,28:00,5-11,0-0,2-2,6.8,0.0,5,5,2,4,0,0,0,12,1952.0
9,Fred Scolari,Bench,PG,15:00,5-9,0-0,0-0,5.2,0.0,0,0,2,0,0,0,0,10,1952.0
10,Max Zaslofsky,Bench,SG,25:00,3-7,0-0,5-5,8.9,0.0,4,4,2,0,0,0,0,11,1952.0
1,Frankie Brian,Starter,SG,00:00,5-14,0-0,4-5,8.1,0.0,6,6,3,2,0,0,0,14,1951.0
2,Bob Davies,Starter,PG,00:00,4-6,0-0,5-5,13.9,0.0,5,5,5,3,0,0,0,13,1951.0
3,Alex Groza,Starter,PF,00:00,8-16,0-0,1-1,13.4,0.0,13,13,1,4,0,0,0,17,1951.0
4,George Mikan,Starter,C,00:00,4-17,0-0,4-6,7.2,0.0,11,11,3,2,0,0,0,12,1951.0
5,Vern Mikkelsen,Starter,SF,00:00,4-11,0-0,3-4,7.5,0.0,9,9,1,3,0,0,0,11,1951.0
6,Ralph Beard,Bench,PG,00:00,3-8,0-0,0-3,2.6,0.0,3,3,2,1,0,0,0,6,1951.0
7,Dike Eddleman,Bench,SF,00:00,2-9,0-0,3-5,-0.1,0.0,0,0,3,3,0,0,0,7,1951.0
8,Larry Foust,Bench,C,00:00,1-6,0-0,0-0,1.8,0.0,5,5,2,3,0,0,0,2,1951.0
9,Jim Pollard,Bench,SF,00:00,2-11,0-0,0-0,3.2,0.0,4,4,5,1,0,0,0,4,1951.0
10,Fred Schaus,Bench,SF,00:00,2-9,0-0,4-4,3.2,0.0,4,4,2,3,0,0,0,8,1951.0
1,Paul Arizin,Starter,PG,00:00,7-12,0-0,1-2,9.5,0.0,7,7,0,2,0,0,0,15,1951.0
2,Vince Boryla,Starter,SF,00:00,4-6,0-0,1-1,6.1,0.0,2,2,2,3,0,0,0,9,1951.0
3,Joe Fulks,Starter,SG,00:00,6-15,0-0,7-9,10.1,0.0,7,7,3,5,0,0,0,19,1951.0
4,Ed Macauley,Starter,C,00:00,7-12,0-0,6-7,12.4,0.0,6,6,1,3,0,0,0,20,1951.0
5,Dolph Schayes,Starter,PF,00:00,7-10,0-0,1-2,19.8,0.0,14,14,3,1,0,0,0,15,1951.0
6,Bob Cousy,Bench,PG,00:00,2-12,0-0,4-5,10.4,0.0,9,9,8,3,0,0,0,8,1951.0
7,Harry Gallatin,Bench,PF,00:00,2-4,0-0,1-1,5.4,0.0,5,5,2,4,0,0,0,5,1951.0
8,Dick McGuire,Bench,PG,00:00,3-4,0-0,0-0,15.8,0.0,5,5,10,2,0,0,0,6,1951.0
9,Andy Phillip,Bench,SF,00:00,3-8,0-0,0-0,15.0,0.0,10,10,8,1,0,0,0,6,1951.0
10,Red Rocha,Bench,C,00:00,2-10,0-0,4-4,2.5,0.0,2,2,3,2,0,0,0,8,1951.0
