model_id,nfolds,seed,fold_assignment,fold_column,offset_column,weights_column,tweedie_variance_power,tweedie_link_power,solver,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_search,early_stopping,nlambdas,standardize,missing_values_handling,max_iterations,objective_epsilon,beta_epsilon,gradient_epsilon,link,prior,lambda_min_ratio,interactions,max_after_balance_size,max_confusion_matrix_size,max_hit_ratio_k,max_runtime_secs
GLM_grid_1_AutoML_20190416_112303_model_1,5,8545980703075643286,Modulo,null,null,null,0.0,1.0,COORDINATE_DESCENT,0.0,0.2,0.4,0.6,0.8,1.0,25789241.536127478,16015555.912468724,9945931.555454643,6176591.998831225,3835768.2744260547,true,true,30,true,MeanImputation,300,0.0001,0.0001,1.0000000000000002e-06,identity,-1.0,1.0000000000000002e-06,null,5.0,20,0,11.333333333333334d
